title,rating,imdb,url
Samson in the Wax Museum,True,False,https://www.amazon.com/dp/B00005U141

Samson Vs. Vampire Women,True,False,https://www.amazon.com/dp/B00005U147

Fogi is a Bastard,True,False,https://www.amazon.com/dp/B00005U14O

La Passante VHS,True,False,https://www.amazon.com/dp/6300218767

God of Killers,True,False,https://www.amazon.com/dp/B00005U14B

Tetsujin 28: Tetsujin vs. the Mafia,True,False,https://www.amazon.com/dp/B000AXWH7Q

Burt Wolf: Italy,False,False,https://www.amazon.com/dp/B00502BGMO

1987 NCAA,False,False,https://www.amazon.com/dp/B000NO2FLU

